titre	auteur	date	technique	lien	system_id	localisation	num_inventaire	image_url
Plat au bouquet de jacinthes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502351	04-502351	Ecouen, musée national de la Renaissance	E.Cl.8548	https://images.grandpalaisrmn.fr/thumb.php/01048225.jpg?ID=313145
Grand plat au marli rehaussé de rouge et d'or			glaze,gold highlights,siliceous ceramics,painted, glaze, gold highlights, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501354	04-501354	Ecouen, musée national de la Renaissance	E.Cl.8543	https://images.grandpalaisrmn.fr/thumb.php/01048223.jpg?ID=1118091
Grand plat aux cinq fleurons			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502335	04-502335	Ecouen, musée national de la Renaissance	E.Cl.8505	https://images.grandpalaisrmn.fr/thumb.php/01046678.jpg?ID=820096
Plat aux roses, tulipes et feuilles de saz			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501338	04-501338	Ecouen, musée national de la Renaissance	E.Cl.8474	https://images.grandpalaisrmn.fr/thumb.php/01046675.jpg?ID=1581581
Plat aux tulipes et aux oeillets			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501975	04-501975	Ecouen, musée national de la Renaissance	E.Cl.8149	https://images.grandpalaisrmn.fr/thumb.php/01045161.jpg?ID=1311852
Grand plat au bouquet de jacinthes			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501966	04-501966	Ecouen, musée national de la Renaissance	E.Cl.8108	https://images.grandpalaisrmn.fr/thumb.php/01043625.jpg?ID=1038627
Plat à la grande feuille sâz dans un médaillon			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501957	04-501957	Ecouen, musée national de la Renaissance	E.Cl.8097	https://images.grandpalaisrmn.fr/thumb.php/01042114.jpg?ID=198903
Grand plat au lambrequin bleu et rouge			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501948	04-501948	Ecouen, musée national de la Renaissance	E.Cl.8092	https://images.grandpalaisrmn.fr/thumb.php/01039048.jpg?ID=723790
Plat aux quatre oeillets			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502065	04-502065	Ecouen, musée national de la Renaissance	E.Cl.8439	https://images.grandpalaisrmn.fr/thumb.php/01035974.jpg?ID=267683
Bouteille au noeud vert			gold highlights,siliceous ceramics,glaze,painted,colour highlights, gold highlights, siliceous ceramics, glaze, painted, colour highlights	https://images.grandpalaisrmn.fr/ark:/36255/04-502038	04-502038	Ecouen, musée national de la Renaissance	E.Cl.8397	https://images.grandpalaisrmn.fr/thumb.php/01034401.jpg?ID=1027059
Pichet aux branches de jacinthes rouges			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502099	04-502099	Ecouen, musée national de la Renaissance	E.Cl.8541	https://images.grandpalaisrmn.fr/thumb.php/01031261.jpg?ID=1129829
Assiette à fond blanc			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501174	04-501174	Ecouen, musée national de la Renaissance	E.Cl.8318	https://images.grandpalaisrmn.fr/thumb.php/01028172.jpg?ID=1437933
Plat aux oeillets rouges et tulipes bleues aux longues tiges			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502236	04-502236	Ecouen, musée national de la Renaissance	E.Cl.8201	https://images.grandpalaisrmn.fr/thumb.php/01025096.jpg?ID=268343
Plat aux roses et tulipes mouchetées de rouge entrelacées		1580	glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501239	04-501239	Ecouen, musée national de la Renaissance	E.Cl.8143	https://images.grandpalaisrmn.fr/thumb.php/01025094.jpg?ID=269835
Plat aux quatre fleurs en bouquet léger		1575	siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501248	04-501248	Ecouen, musée national de la Renaissance	E.Cl.8188	https://images.grandpalaisrmn.fr/thumb.php/01023568.jpg?ID=1027180
Plat aux cinq roses et branches de campanules			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502245	04-502245	Ecouen, musée national de la Renaissance	E.Cl.8214	https://images.grandpalaisrmn.fr/thumb.php/01023567.jpg?ID=509992
Plat à décor de lion, lièvres et animaux fantastiques sur fond vert			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501774	04-501774	Ecouen, musée national de la Renaissance	E.Cl.8357	https://images.grandpalaisrmn.fr/thumb.php/01022013.jpg?ID=272316
Tondino à décor de médaillons en réserve			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501873	04-501873	Ecouen, musée national de la Renaissance	E.Cl.7712	https://images.grandpalaisrmn.fr/thumb.php/01020483.jpg?ID=452477
Plat à la frise d'animaux passant sur le marli			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501802	04-501802	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/01018924.jpg?ID=1509242
Plat à la cafetière rouge			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501819	04-501819	Ecouen, musée national de la Renaissance	E.Cl.8373	https://images.grandpalaisrmn.fr/thumb.php/01017357.jpg?ID=250937
Plat aux quatre médaillons			glaze,gold highlights,painted,siliceous ceramics, glaze, gold highlights, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502396	04-502396	Ecouen, musée national de la Renaissance	DS2580	https://images.grandpalaisrmn.fr/thumb.php/01015831.jpg?ID=1314840
Plat à la grande palme			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501399	04-501399	Ecouen, musée national de la Renaissance	E.Cl.8155	https://images.grandpalaisrmn.fr/thumb.php/01015830.jpg?ID=1517552
Plat aux tiges ondulantes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502056	04-502056	Ecouen, musée national de la Renaissance	E.Cl.8415	https://images.grandpalaisrmn.fr/thumb.php/01012740.jpg?ID=273961
Pichet à décor de roses et d'oeillets			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502047	04-502047	Ecouen, musée national de la Renaissance	E.Cl.8404	https://images.grandpalaisrmn.fr/thumb.php/01011210.jpg?ID=1462886
Plat à la rosace et au rinceau terminé par des fleurons			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502000	04-502000	Ecouen, musée national de la Renaissance	E.Cl.8250	https://images.grandpalaisrmn.fr/thumb.php/01009596.jpg?ID=667931
Plat au médaillon et aux demi-fleurons			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502081	04-502081	Ecouen, musée national de la Renaissance	E.Cl.8488	https://images.grandpalaisrmn.fr/thumb.php/01008039.jpg?ID=258825
Plat à la grande feuille sâz fleurie			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501326	04-501326	Ecouen, musée national de la Renaissance	E.Cl.8448	https://images.grandpalaisrmn.fr/thumb.php/01004976.jpg?ID=684231
Plat au bouquet de roses et de tulipes sur fond blanc			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502323	04-502323	Ecouen, musée national de la Renaissance	E.Cl.8482	https://images.grandpalaisrmn.fr/thumb.php/01004940.jpg?ID=295507
Plat à la branche de tulipes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502314	04-502314	Ecouen, musée national de la Renaissance	E.Cl.8456	https://images.grandpalaisrmn.fr/thumb.php/01003397.jpg?ID=1442849
Plat au sept oeillets à marli bleu			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501317	04-501317	Ecouen, musée national de la Renaissance	E.Cl.8428	https://images.grandpalaisrmn.fr/thumb.php/01003391.jpg?ID=1447787
Plat au médaillon vert sur fond de spirales			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501901	04-501901	Ecouen, musée national de la Renaissance	E.Cl.8292	https://images.grandpalaisrmn.fr/thumb.php/01000278.jpg?ID=906677
Plat à l'étoile de Salomon			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501892	04-501892	Ecouen, musée national de la Renaissance	E.Cl.8257	https://images.grandpalaisrmn.fr/thumb.php/00998731.jpg?ID=807827
Plat au renard bleu			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501810	04-501810	Ecouen, musée national de la Renaissance	E.Cl.8363	https://images.grandpalaisrmn.fr/thumb.php/00987829.jpg?ID=1187919
Fragment de revêtement			siliceous ceramics,glaze,dry wrap, siliceous ceramics, glaze, dry wrap	https://images.grandpalaisrmn.fr/ark:/36255/04-501863	04-501863	Ecouen, musée national de la Renaissance	E.Cl.12881	https://images.grandpalaisrmn.fr/thumb.php/00986280.jpg?ID=1119163
Plat à la frise d'animaux passant sur le marli			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501791	04-501791	Ecouen, musée national de la Renaissance	E.Cl.8361	https://images.grandpalaisrmn.fr/thumb.php/00984720.jpg?ID=621035
Plat à l'aiguière à décor de fleurs			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501818	04-501818	Ecouen, musée national de la Renaissance	E.Cl.8372	https://images.grandpalaisrmn.fr/thumb.php/00983175.jpg?ID=1460918
Plat à décor de fleurs et médaillon			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501882	04-501882	Ecouen, musée national de la Renaissance	E.Cl.8228	https://images.grandpalaisrmn.fr/thumb.php/00981638.jpg?ID=286736
Plat aux quatre médaillons			glaze,gold highlights,painted,siliceous ceramics, glaze, gold highlights, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502395	04-502395	Ecouen, musée national de la Renaissance	DS2580	https://images.grandpalaisrmn.fr/thumb.php/00978565.jpg?ID=940065
Plat à la grande palme			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501398	04-501398	Ecouen, musée national de la Renaissance	E.Cl.8155	https://images.grandpalaisrmn.fr/thumb.php/00978563.jpg?ID=315098
Plat au lambrequin et aux oeillets		1570	glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-501217	04-501217	Ecouen, musée national de la Renaissance	E.Cl.8154	https://images.grandpalaisrmn.fr/thumb.php/00973942.jpg?ID=1251913
Plat aux cinq pommes de pin			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502214	04-502214	Ecouen, musée national de la Renaissance	E.Cl.8141	https://images.grandpalaisrmn.fr/thumb.php/00973938.jpg?ID=264681
Plat à effet de crocodile et six jacinthes		1590	siliceous ceramics,glaze, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501226	04-501226	Ecouen, musée national de la Renaissance	E.Cl.8167	https://images.grandpalaisrmn.fr/thumb.php/00972418.jpg?ID=1022927
Plat au bouquet de roses			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502223	04-502223	Ecouen, musée national de la Renaissance	E.Cl.8156	https://images.grandpalaisrmn.fr/thumb.php/00972380.jpg?ID=923232
Plat à décor de barques aux trois grandes voiles rayées			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501764	04-501764	Ecouen, musée national de la Renaissance	E.Cl.8352	https://images.grandpalaisrmn.fr/thumb.php/00970826.jpg?ID=997911
Bouteille au noeud vert			siliceous ceramics,glaze,painted,colour highlights,gold highlights, siliceous ceramics, glaze, painted, colour highlights, gold highlights	https://images.grandpalaisrmn.fr/ark:/36255/04-502037	04-502037	Ecouen, musée national de la Renaissance	E.Cl.8397	https://images.grandpalaisrmn.fr/thumb.php/00967688.jpg?ID=855943
Plat aux huit tulipes			glaze,siliceous ceramics,painted, glaze, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501999	04-501999	Ecouen, musée national de la Renaissance	E.Cl.8249	https://images.grandpalaisrmn.fr/thumb.php/00966138.jpg?ID=1509632
Hanap à décor d'oeillets et de feuilles sâz			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502055	04-502055	Ecouen, musée national de la Renaissance	E.Cl.8410	https://images.grandpalaisrmn.fr/thumb.php/00964583.jpg?ID=692221
Plat au médaillon et rinceaux de demi-fleurons			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-502071	04-502071	Ecouen, musée national de la Renaissance	E.Cl.8490	https://images.grandpalaisrmn.fr/thumb.php/00963021.jpg?ID=470881
Plat aux trois roses			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501981	04-501981	Ecouen, musée national de la Renaissance	E.Cl.8204	https://images.grandpalaisrmn.fr/thumb.php/00961496.jpg?ID=1112320
Plat à la rosace et aux anneaux			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501900	04-501900	Ecouen, musée national de la Renaissance	E.Cl.8273	https://images.grandpalaisrmn.fr/thumb.php/00959947.jpg?ID=1458342
Plat au grand bouquet entre deux palmes et branches fleuries			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501956	04-501956	Ecouen, musée national de la Renaissance	E.Cl.8096	https://images.grandpalaisrmn.fr/thumb.php/00958405.jpg?ID=1442130
Plat aux six bouquets			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502296	04-502296	Ecouen, musée national de la Renaissance	E.Cl.8421	https://images.grandpalaisrmn.fr/thumb.php/00952271.jpg?ID=2115423
Grand plat à décor de fleurs et palmes			glaze,gold highlights,siliceous ceramics,painted, glaze, gold highlights, siliceous ceramics, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501299	04-501299	Ecouen, musée national de la Renaissance	E.Cl.8331	https://images.grandpalaisrmn.fr/thumb.php/00952268.jpg?ID=1095294
Plat aux trois grenades			glaze,painted,siliceous ceramics, glaze, painted, siliceous ceramics	https://images.grandpalaisrmn.fr/ark:/36255/04-502341	04-502341	Ecouen, musée national de la Renaissance	E.Cl.8509	https://images.grandpalaisrmn.fr/thumb.php/00950746.jpg?ID=1509170
Petit plat creux aux trois palmes			siliceous ceramics,painted,glaze, siliceous ceramics, painted, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501344	04-501344	Ecouen, musée national de la Renaissance	E.Cl.8502	https://images.grandpalaisrmn.fr/thumb.php/00950742.jpg?ID=984769
Plat au bouquet léger à tiges ondulantes			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502030	04-502030	Ecouen, musée national de la Renaissance	E.Cl.8320;DS 2457	https://images.grandpalaisrmn.fr/thumb.php/00949153.jpg?ID=263769
Plat aux bouquets et lambrequins			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-502084	04-502084	Ecouen, musée national de la Renaissance	E.Cl.8499	https://images.grandpalaisrmn.fr/thumb.php/00947634.jpg?ID=1451950
Plat au lion enchaîné, deux chiens et un lapin			siliceous ceramics,glaze,painted, siliceous ceramics, glaze, painted	https://images.grandpalaisrmn.fr/ark:/36255/04-501767	04-501767	Ecouen, musée national de la Renaissance	E.Cl.8354	https://images.grandpalaisrmn.fr/thumb.php/00942908.jpg?ID=473938
Plat au bateau plat et deux personnages grotesques			painted,siliceous ceramics,glaze, painted, siliceous ceramics, glaze	https://images.grandpalaisrmn.fr/ark:/36255/04-501758	04-501758	Ecouen, musée national de la Renaissance	E.Cl.8347	https://images.grandpalaisrmn.fr/thumb.php/00941341.jpg?ID=1036500
